,Arabic,English
6224,فَلَا بُدَّ مِنْ هَذِهِ الثَّلَاثَةِ الْعِلْمُ وَالرِّفْقُ وَالصَّبْرُ الْعِلْمُ قَبْلَ الْأَمْرِ وَالنَّهْيُ وَالرِّفْقُ مَعَهُ وَالصَّبْرُ بَعْدَهُ,"One who enjoins good must have three qualities: knowledge, gentleness, and patience. Knowledge comes before it, gentleness comes during it, and patience comes after it."
6225,قِيلَ لِيَكُنْ أَمْرُك بِالْمَعْرُوفِ وَنَهْيُك عَنْ الْمُنْكَرِ غَيْرَ مُنْكَرٍ وَإِذَا كَانَ هُوَ مِنْ أَعْظَمِ الْوَاجِبَاتِ والمستحبات فَالْوَاجِبَاتُ والمستحبات لَا بُدَّ أَنْ تَكُونَ الْمَصْلَحَةُ فِيهَا رَاجِحَةً عَلَى الْمَفْسَدَةِ,"It is said: Let not your enjoining good and forbidding evil be itself evil. As it is among the greatest of obligatory and recommended deeds, thus the benefit of obligatory and recommended deeds must outweigh their harm."
6226,فَمَنِ اعْتَدَىٰ عَلَيْكُمْ فَاعْتَدُوا عَلَيْهِ بِمِثْلِ مَا اعْتَدَىٰ عَلَيْكُمْ ۚ وَاتَّقُوا اللَّهَ وَاعْلَمُوا أَنَّ اللَّهَ مَعَ الْمُتَّقِينَ,"Whoever transgresses against you, then transgress against him in like manner. And fear Allah and know that Allah is with those who fear Him."
6227,فَمَنْ ظَلَمَكَ فَخُذْ حَقَّكَ مِنْهُ بِقَدْرِ مَظْلِمَتِكَ وَمَنْ شَتَمَكَ فَرُدَّ عَلَيْهِ مِثْلَ قَوْلِهِ وَمَنْ أَخَذَ عِرْضَكَ فَخُذْ عِرْضَهَ لَا تَتَعَدَّى إِلَى أَبَوَيْهِ وَلَا إِلَى ابْنِهِ أَوْ قَرِيبِهِ وَلَيْسَ لَكَ أَنْ تَكْذِبَ عَلَيْهِ وَإِنْ كَذَبَ عَلَيْكَ فَإِنَّ الْمَعْصِيَةَ لَا تُقَابَلُ بِالْمَعْصِيَةِ,"Whoever oppresses you, then you may take your rights from him according to the measure of his oppression. Whoever insults you, then you may respond similar to his saying. Whoever takes from your honor, then you may take from his honor. But do not transgress against his parents or his sons or his relatives. It is not your right to lie against him if he has lied against you. Indeed, a sin should not be met with another sin."
6228,اعْلَمْ أَنَّ كُلَّ ظُلْمٍ صَدَرَ مِنْ شَخْصٍ فَلَا يَجُوزُ مُقَابَلَتُهُ بِمِثْلِهِ فَلَا تَجُوزُ مُقَابَلَةُ الْغِيبَةِ بِالْغِيبَةِ وَلَا مُقَابَلَةُ التَّجَسُّسِ بِالتَّجَسُّسِ وَلَا السَّبُّ بِالسَّبِّ وَكَذَلِكَ سَائِرُ الْمَعَاصِي وإنما القصاص والغرامة على قدر ما ورد الشرع به,"Know that for every wrong act committed by a person, it is not permissible to confront him with the same as it. It is not permissible to confront backbiting with backbiting, or to confront spying with spying, nor insult with insult. Likewise for the rest of the acts of sinful disobedience. Indeed, retaliation and penalty are only in accordance with the measure stipulated by the Law."
6229,من كذب عليك وزنى بأهلك ليس لك أن تكذب عليه وتزني بأهله لأن الكذب والزنا حرام لحق الله,"If someone lies against you or commits adultery with your family, it would not be permissible for you to lie against him or commit adultery with his family. Adultery and falsehood are unlawful by the right of Allah."
6230,وَلَا تَخُنْ مَنْ خَانَكَ,Do not be treacherous to the one who betrays you.
6231,وَإِنْ عَاقَبْتُمْ فَعَاقِبُوا بِمِثْلِ مَا عُوقِبْتُم بِهِ ۖ وَلَئِن صَبَرْتُمْ لَهُوَ خَيْرٌ لِّلصَّابِرِينَ,"If you punish, then punish by the measure you were punished, but if you are patient, the best outcome is for the patient."
6232,وَجَزَاءُ سَيِّئَةٍ سَيِّئَةٌ مِّثْلُهَا ۖ فَمَنْ عَفَا وَأَصْلَحَ فَأَجْرُهُ عَلَى اللَّهِ ۚ إِنَّهُ لَا يُحِبُّ الظَّالِمِينَ,"The retribution for a harmful act is a harmful one like it, but whoever pardons and makes reconciliation, his reward is with Allah. Verily, He does not love wrongdoers."
6233,أَنْ يَسْتَفِيدَ مَعْرِفَةَ عُيُوبِ نَفْسِهِ مِنْ أَلْسِنَةِ أَعْدَائِهِ فَإِنَّ عَيْنَ السُّخْطِ تُبْدِي الْمَسَاوِيَا وَلَعَلَّ انْتِفَاعَ الْإِنْسَانِ بِعَدُوٍّ مشاحن يذكره عُيُوبَهُ أَكْثَرُ مِنِ انْتِفَاعِهِ بِصَدِيقٍ مُدَاهِنٍ يُثْنِي عَلَيْهِ وَيَمْدَحُهُ وَيُخْفِي عَنْهُ عُيُوبَهُ,"One may gain advantage in learning his own faults by the tongues of his enemies, for the eye of hostility brings out defects. Perhaps a man may benefit more from a hateful enemy mentioning his faults than he benefits from a flattering friend who commends him and praises him, thereby obscuring his faults."
6234,عَسَى اللَّهُ أَن يَجْعَلَ بَيْنَكُمْ وَبَيْنَ الَّذِينَ عَادَيْتُم مِّنْهُم مَّوَدَّةً ۚ وَاللَّهُ قَدِيرٌ ۚ وَاللَّهُ غَفُورٌ رَّحِيمٌ,"Perhaps Allah will place affection between you and those among them who have been your enemies. Allah is powerful, and Allah is forgiving and merciful."
6235,إِيَّاكَ نَعْبُدُ وَإِيَّاكَ نَسْتَعِينُ,"You alone we worship, You alone we ask for help."
6236,اللَّهُ ذُو الْأُلُوهِيَّةِ وَالْمَعْبُودِيَّةِ عَلَى خَلْقِهِ أَجْمَعِينَ,Allah is the One who possess divinity (al-uluhiyyah) and the right to be worshipped over all of His creation.
6237,وَمَا خَلَقْتُ الْجِنَّ وَالْإِنسَ إِلَّا لِيَعْبُدُونِ,I have not created humans or jinn but to worship Me.
6238,وَلَقَدْ بَعَثْنَا فِي كُلِّ أُمَّةٍ رَّسُولًا أَنِ اعْبُدُوا اللَّهَ وَاجْتَنِبُوا الطَّاغُوتَ,"We have certainly sent a Messenger of every nation, saying: Worship Allah and avoid false gods."
6239,فَالتَّوْحِيدُ أَوَّلُ الْأَمْرِ وَآخِرُهُ أَعْنِي تَوْحِيدَ الْإِلَهِيَّةِ فَإِنَّ التَّوْحِيدَ يَتَضَمَّنُ ثَلَاثَ أَنْوَاعٍ أَحَدُهَا الْكَلَامُ فِي الصِّفَاتِ وَالثَّانِي تَوْحِيدُ الرُّبُوبِيَّةِ وَبَيَانُ أَنَّ اللَّهَ وَحْدَهُ خَالِقُ كُلِّ شَيْءٍ وَالثَّالِثُ تَوْحِيدُ الْإِلَهِيَّةِ وَهُوَ اسْتِحْقَاقُهُ سُبْحَانَهُ وَتَعَالَى أَنْ يُعْبَدَ وَحْدَهُ لَا شَرِيكَ لَهُ,"Monotheism is the beginning of the matter and its end, meaning the Oneness of Divinity. Monotheism includes three aspects: First, theology of the Attributes of Allah. Second, the Oneness of Lordship and clarity that Allah alone created everything. Third, the Oneness of Godship, which is His worthiness to be worshiped alone without any partner, glory be to Him and exalted is He."
6240,إِنَّ اللَّهَ لَا يَغْفِرُ أَن يُشْرَكَ بِهِ وَيَغْفِرُ مَا دُونَ ذَٰلِكَ لِمَن يَشَاءُ ۚ وَمَن يُشْرِكْ بِاللَّهِ فَقَدِ افْتَرَىٰ إِثْمًا عَظِيمًا,"Verily, Allah does not forgive idolatry that is committed with Him, but He forgives what is less than that for whomever He wills. Whoever commits idolatry with Allah, he has fabricated a tremendous sin. "
6241,فَمَن كَانَ يَرْجُو لِقَاءَ رَبِّهِ فَلْيَعْمَلْ عَمَلًا صَالِحًا وَلَا يُشْرِكْ بِعِبَادَةِ رَبِّهِ أَحَدًا,"Thus, whoever hopes in the meeting with his Lord, let him work righteousness and not associate anyone in the worship of his Lord."
6242,وَإِذْ قَالَ إِبْرَاهِيمُ رَبِّ اجْعَلْ هَٰذَا الْبَلَدَ آمِنًا وَاجْنُبْنِي وَبَنِيَّ أَن نَّعْبُدَ الْأَصْنَامَ,"When Abraham said: My Lord, make this country secure and keep me and my children away from worshiping idols."
6243,إِنَّ الشِّرْكَ فَزِعَتْ مِنْهُ السَّمَاوَاتُ وَالْأَرْضُ وَالْجِبَالُ وَجَمِيعُ الْخَلَائِقِ إِلَّا الثَّقَلَيْنِ وَكَادَتْ أَنْ تَزُولَ مِنْهُ لِعَظَمَةِ اللَّهِ وَكَمَا لَا يَنْفَعُ مَعَ الشِّرْكِ إِحْسَانُ الْمُشْرِكِ كَذَلِكَ نَرْجُو أَنْ يَغْفِرَ اللَّهُ ذُنُوبَ الْمُوَحِّدِينَ,"Verily, idolatry terrifies the heavens, the earth, the mountains, and all of creation except for the worlds of men and jinn. They nearly quake from the greatness of Allah, as goodness with idolatry will not benefit the idolater. Thus, we hope that Allah will forgive the sins of the monotheists."
6244,قُلْ مَن يَرْزُقُكُم مِّنَ السَّمَاءِ وَالْأَرْضِ أَمَّن يَمْلِكُ السَّمْعَ وَالْأَبْصَارَ وَمَن يُخْرِجُ الْحَيَّ مِنَ الْمَيِّتِ وَيُخْرِجُ الْمَيِّتَ مِنَ الْحَيِّ وَمَن يُدَبِّرُ الْأَمْرَ ۚ فَسَيَقُولُونَ اللَّهُ ۚ فَقُلْ أَفَلَا تَتَّقُونَ,"Say, ‘Who provides for you from the heavens and the earth? Or who controls the hearing and the seeing? Or who brings out the living from the dead and brings out the dead from the living and who arranges the affairs?’ They will say, ‘Allah.’ Thus, say, ‘Will you not fear Him?’"
6245,ثُمَّ بَيَّنَ تَعَالَى أَنَّ الرَّسُولَ عَلَيْهِ السَّلَامُ إِذَا سَأَلَهُمْ عَنْ مُدَبِّرِ هَذِهِ الْأَحْوَالِ فَسَيَقُولُونَ إِنَّهُ اللَّه سُبْحَانَهُ وَتَعَالَى وَهَذَا يَدُلُّ عَلَى أَنَّ الْمُخَاطَبِينَ بِهَذَا الْكَلَامِ كَانُوا يَعْرِفُونَ اللَّه وَيُقِرُّونَ بِهِ وَهُمُ الَّذِينَ قَالُوا فِي عِبَادَتِهِمْ لِلْأَصْنَامِ إِنَّهَا تُقَرِّبُنَا إِلَى اللَّه زُلْفَى وَإِنَّهُمْ شُفَعَاؤُنَا عِنْدَ اللَّه وَكَانُوا يَعْلَمُونَ أَنَّ هَذِهِ الْأَصْنَامَ لَا تَنْفَعُ وَلَا تَضُرُّ فَعِنْدَ ذَلِكَ قَالَ لِرَسُولِهِ عَلَيْهِ السَّلَامُ فَقُلْ أَفَلا تَتَّقُونَ يَعْنِي أَفَلَا تَتَّقُونَ أَنْ تَجْعَلُوا هَذِهِ الْأَوْثَانَ شُرَكَاءَ للَّه فِي الْمَعْبُودِيَّةِ مَعَ اعْتِرَافِكُمْ بِأَنَّ كُلَّ الْخَيْرَاتِ فِي الدُّنْيَا وَالْآخِرَةِ إِنَّمَا تَحْصُلُ مِنْ رَحْمَةِ اللَّه وَإِحْسَانِهِ وَاعْتِرَافِكُمْ بِأَنَّ هَذِهِ الْأَوْثَانَ لَا تَنْفَعُ وَلَا تَضُرُّ أَلْبَتَّةَ,"Then, the Almighty made clear that if the Messenger (ṣ) asked them who arranged these matters, they will say Allah Almighty indeed. This indicates that those addressed by this speech acknowledged and affirmed it was Allah, yet they said in their worship of the idols, ‘They bring us closer to Allah and they are our intercessors with Allah.’ They knew that these idols did not benefit or harm, thus at that He commanded His Messenger (ṣ) to say, ‘Will you not fear Him?’ meaning, will you not fear that you make these idols into partners with Allah in worship, despite your acknowledgment that all good in the world and the Hereafter is only achieved by the mercy of Allah and His benevolence, and your acknowledgment that these idols do not benefit or harm at all?"
