,text
3087,ونريد جوير أحب بنيك إليك وأفضلهم عندك.
3088,ونريد ابن أخيك الكريم، وإيلاذ خليلك وصاحب أمرك.
3089,ونريد كالا الكاتب صاحب سرك وسيفك الذي لا يوجد مثله والفيل الأبيض الذي لا تلحقه الخيل والفرس الذي هو مركبك في القتال.
3090,ونريد الفيلين الآخرين العظيمين الذين يكونان مع الفيل الذكر.
3091,ونريد البختي السريع القوي.
3092,ونريد كباريون الحكيم الفاضل العالم بالأمور لننتقم منه بما فعل بنا.
3093,ثم نقول: إنما ينبغي لك أيها الملك أن تقتل هؤلاء الذين سميناهم لك، ثم تجعل دماءهم في حوض تملؤه، ثم تقعد فيه.
3094,فإذا خرجت من الحوض اجتمعنا نحن معاشر البراهمة من الآفاق الأربعة نجول حولك فنرقيك ونتفل عليك ونمسح عنك الدم ونغسلك بالماء والدهن الطيب.
3095,ثم تقوم إلى منزلك البهيّ فيدفع الله بذلك البلاء الذي نتخوفه عليك.
3096,فإن صبرت، أيها الملك، وطابت نفسك عن أحبائك الذين ذكرنا لك، وجعلتهم فداءك، تخلصت من البلاء، واستقام لك ملكك وسلطانك، واستخلفت من بعدهم من أحببت.
3097,وإن أنت لم تفعل تخوّفنا عليك أن يغضب ملكك أو تهلك.
3098,فإن هو أطاعنا فيما نأمره قتلناه أي قتلة شئنا.
3099,فلما أجمعوا على ما أتمروا به رجعوا إليه في اليوم السابع.
3100,وقالوا له: أيها الملك، إنّا نظرنا في كتبنا في تفسير ما رأيت، وفحصنا عن الرأي فيما بيننا.
3101,فلتكن لك أيها الملك الطاهر الصالح الكرامة.
3102,ولسنا نقدر أن نعلمك بما رأينا إلا أن تخلو بنا.
3103,فأخرج الملك من كان عنده وخلا بهم.
3104,فحدثوا بالذي ائتمروا به.
3105,فقال لهم: الموت خير لي من الحياة إن أنا قتلت هؤلاء الذين هم عديل نفسي.
3106,وأنا ميت لا محالة، والحياة قصيرة، ولست كل الدهر ملكاً، وإن الموت عندي وفراق الأحباء سواء.
3107,قال له البراهمة: إن أنت لم تغضب أخبرناك.
3108,فأذن لهم.
3109,فقالوا: أيها الملك إنك لم تقل صواباً حين تجعل نفس غيرك أعز عندك من نفسك.
3110,فاحتفظ بنفسك وملكك.
3111,واعمل هذا الذي لك فيه الرجاء العظيم على ثقة ويقين.
3112,وقرّ عيناً بملكك في وجوه أهل مملكتك الذين شرفت وكرمت بهم.
3113,ولا تدع الأمر العظيم وتأخذ بالضعيف فتهلك نفسك إيثاراً لمن تحب.
3114,واعلم أيها الملك أن الإنسان إنما يحب الحياة محبة لنفسه.
3115,وأنه لا يحب من أحب من الأحباء إلا ليتمتع بهم في حياته.
3116,وإنما قوام نفسك بعد الله تعالى بملكك.
3117,وإنك لم تنل ملكك إلا بالمشقة والعناء الكثير في الشهور والسنين.
3118,وليس ينبغي أن ترفضه ويهون عليك.
3119,فاستمع كلامنا.
3120,فانظر لنفسك مناها، ودع ما سواها: فإنه لا خطر له.
3121,فلما رأى الملك أن البراهمة قد أغلظوا له في القول واجترءوا عليه في الكلام اشتد غمّه وحزنه.
3122,وقام من بين ظهرانيهم ودخل إلى حجرته فخرّ على وجهه يبكي ويتقلب كما تتقلب السمكة إذا خرجت من الماء، وجعل يقول في نفسه: ما أدري أي الأمرين أعظم في نفسي؟
3123,المملكة أم قتل أحبائي؟
3124,ولن أنال الفرح ما عشت.
3125,وليس ملكي بباق عليّ إلى الأبد.
3126,ولست بالمصيب سؤلي في ملكي.
3127,وإني لزاهد في الحياة إذا لم أرى إيراخت.
3128,وكيف أقدر على القيام بملكي إذا هلك وزيري إيلاذ؟
3129,وكيف أضبط أمري إذا هلك فيلي الأبيض وفرسي الجواد؟
3130,وكيف أدعى ملكاً وقد قتلت من أشار البراهمة بقتله؟
3131,وما أصنع بالدنيا بعدهم؟
3132,ثم إن الحديث فشا في الأرض بحزن الملك وهمّه.
3133,فلما رأى إيلاذ ما نال الملك من الهم والحزن فكّر بحكمته ونظر وقال: ما ينبغي لي أن أستقبل الملك فأسأله عن هذا الأمر الذي قد ناله من غير أن يدعوني.
3134,ثم انطلق إلى إيراخت فقال: إني منذ خدمت الملك إلى الآن لم يعمل عملاً إلا بمشورتي ورأيي.
3135,وأراه يكتم عني أمراً لا أعلم ما هو.
3136,ولا أراه يظهر منه شيئاً.
3137,وإني رأيته خالياً مع الجماعة البرهميين منذ ليال.
3138,وقد احتجب عنّا فيها.
3139,وأنا خائف أن يكون قد أطلعهم على شيء من أسراره.
3140,فلست آمنهم أن يشيروا عليه بما يضره ويدخل عليه منه السوء.
3141,فقومي وادخلي عليه فاسأليه عن أمره وشأنه.
3142,واخبريني بما هو عليه وأعلميني: فإني لست أقدر على الدخول عليه.
3143,فلعلّ البرهميين قد زينوا له أمراً أو حملوه على خطة قبيحة.
3144,وقد علمت أن من خُلُقِ الملك أنه إذا غضب لا يسأل أحداً.
3145,وسواء عنده صغير الأمور وكبيرها.
3146,فقالت إيراخت: إنه كان بيني وبين الملك بعض العتاب فلست بداخلة عليه بهذه الحال.
3147,فقال لها إيلاذ: لا تحملي عليه الحقد في مثل هذا.
3148,ولا يخطرنّ ذلك على بالك فليس يقدر على الدخول عليه أحد سواك.
3149,وقد سمعته كثيراً يقول: ما أشتد غمّي ودخلت عليّ إيراخت إلا سرِّى عني، فقومي إليه واصفحي عنه.
3150,وكلميه بما تعلمين أنه تطيب به نفسه ويذهب الذي يجده.
3151,وأعلميني بما يكون جوابه: فإنه لنا ولأهل المملكة أعظم الراحة.
3152,فانطلقت إيراخت فدخلت على الملك فجلست عند رأسه.
3153,فقالت: ما الذي بك أيها الملك المحمود؟
3154,وما الذي سمعت من البراهمة؟
3155,فإني أراك محزوناً.
3156,فأعلمني ما بك، فقد ينبغي لنا أن نحزن معك ونواسيك بأنفسنا.
3157,فقال الملك: أيتها السيدة لا تسأليني عن أمري فتزيديني غمّاً وحزناً: فإنه أمر لا ينبغي أن تسأليني عنه.
3158,قالت: أو قد نزلت عندك منزلة من يستحق هذا؟
3159,إنما أحمد الناس عقلاً من إذا نزلت به النازلة كان لنفسه أشد ضبطاً، وأكثرهم استماعاً من أهل النصح حتى ينجو من تلك النازلة بالحيلة والعقل والبحث والمشاورة.
3160,فعظيم الذنب لا يقنط من الرحمة.
3161,ولا تدخلّن عليك شيئاً من الهم والحزن.
3162,فإنهما لا يردان شيئاً مقضياً.
3163,إلا أنهما ينحلان الجسم ويشفيان العدو.
3164,قال لها الملك: لا يسأليني عن شيء فقد شققت عليّ.
3165,والذي تسألينني عنه لا خير فيه: لأن عاقبته هلاكي وهلاكك وهلاك كثير من أهل مملكتي ومن هو عديل نفسي.
3166,وذاك أن البراهمة زعموا أنه لا بد من قتلك وقتل كثير من أهل مودتي.
3167,ولا خير في العيش بعدكم.
3168,وهل أحد يسمع بهذا إلا اعتراه الحزن؟
3169,فلما سمعت ذلك إيراخت جزعت.
3170,ومنعها عقلها أن تظهر للملك جزعاً.
3171,فقالت: أيها الملك لا تجزع فنحن لك الفداء.
3172,ولك في سواي ومثلي من الجواري ما تقر به عينك.
3173,ولكني أطلب منك، أيها الملك، حاجة يحملني على طلبها حبي لك وإيثاري إياك.
3174,وهي نصيحتي لك.
3175,قال الملك: وما هي؟
3176,قالت: أطلب منك أن لا تثق بعدها بأحد من البراهمة.
3177,ولا تشاورهم في أمر حتى تتثبت في أمرك.
3178,ثم تشاور فيه ثقاتك مراراً: فإن القتل أمر عظيم، ولست تقدر على أن تحيي من قتلت.
